instance,scope,version,variant,seed,source_file,constraint_type,index_0_based,observed_value,operator,limit,slack,satisfied,item_weight,class_setup_weight,items_0_based,classes_0_based,knapsacks_0_based,rule,instance_file
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,27,1,<=,1,0,true,,,,[27],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,28,1,<=,1,0,true,,,,[28],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,29,1,<=,1,0,true,,,,[29],[5],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,30,0,<=,1,1,true,,,,[30],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,31,1,<=,1,0,true,,,,[31],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,32,1,<=,1,0,true,,,,[32],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,33,1,<=,1,0,true,,,,[33],[5],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,34,1,<=,1,0,true,,,,[34],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,35,1,<=,1,0,true,,,,[35],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,36,0,<=,1,1,true,,,,[36],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,37,1,<=,1,0,true,,,,[37],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,38,1,<=,1,0,true,,,,[38],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,39,1,<=,1,0,true,,,,[39],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,40,0,<=,1,1,true,,,,[40],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,41,1,<=,1,0,true,,,,[41],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,42,0,<=,1,1,true,,,,[42],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,43,0,<=,1,1,true,,,,[43],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,44,1,<=,1,0,true,,,,[44],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,45,1,<=,1,0,true,,,,[45],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,46,1,<=,1,0,true,,,,[46],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,47,1,<=,1,0,true,,,,[47],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,48,1,<=,1,0,true,,,,[48],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,49,1,<=,1,0,true,,,,[49],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,50,0,<=,1,1,true,,,,[50],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,51,0,<=,1,1,true,,,,[51],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,52,1,<=,1,0,true,,,,[52],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,53,1,<=,1,0,true,,,,[53],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,54,1,<=,1,0,true,,,,[54],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,55,1,<=,1,0,true,,,,[55],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,56,1,<=,1,0,true,,,,[56],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,57,0,<=,1,1,true,,,,[57],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,58,1,<=,1,0,true,,,,[58],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,59,0,<=,1,1,true,,,,[59],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,60,1,<=,1,0,true,,,,[60],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,61,1,<=,1,0,true,,,,[61],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,62,1,<=,1,0,true,,,,[62],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,63,1,<=,1,0,true,,,,[63],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,64,1,<=,1,0,true,,,,[64],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,65,0,<=,1,1,true,,,,[65],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,66,1,<=,1,0,true,,,,[66],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,67,1,<=,1,0,true,,,,[67],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,68,0,<=,1,1,true,,,,[68],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,69,1,<=,1,0,true,,,,[69],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,70,1,<=,1,0,true,,,,[70],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,71,1,<=,1,0,true,,,,[71],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,72,1,<=,1,0,true,,,,[72],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,73,1,<=,1,0,true,,,,[73],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,74,1,<=,1,0,true,,,,[74],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,75,1,<=,1,0,true,,,,[75],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,76,0,<=,1,1,true,,,,[76],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,77,0,<=,1,1,true,,,,[77],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,78,1,<=,1,0,true,,,,[78],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,79,1,<=,1,0,true,,,,[79],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,80,1,<=,1,0,true,,,,[80],[5],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,81,1,<=,1,0,true,,,,[81],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,82,1,<=,1,0,true,,,,[82],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,83,1,<=,1,0,true,,,,[83],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,84,0,<=,1,1,true,,,,[84],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,85,1,<=,1,0,true,,,,[85],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,86,1,<=,1,0,true,,,,[86],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,87,1,<=,1,0,true,,,,[87],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,88,1,<=,1,0,true,,,,[88],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,89,0,<=,1,1,true,,,,[89],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,90,1,<=,1,0,true,,,,[90],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,91,1,<=,1,0,true,,,,[91],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,92,1,<=,1,0,true,,,,[92],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,93,1,<=,1,0,true,,,,[93],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,94,1,<=,1,0,true,,,,[94],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,95,1,<=,1,0,true,,,,[95],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,96,0,<=,1,1,true,,,,[96],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,97,0,<=,1,1,true,,,,[97],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,98,1,<=,1,0,true,,,,[98],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,99,1,<=,1,0,true,,,,[99],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,100,1,<=,1,0,true,,,,[100],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,101,1,<=,1,0,true,,,,[101],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,102,1,<=,1,0,true,,,,[102],[5],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,103,1,<=,1,0,true,,,,[103],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,104,1,<=,1,0,true,,,,[104],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,105,1,<=,1,0,true,,,,[105],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,106,1,<=,1,0,true,,,,[106],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,107,1,<=,1,0,true,,,,[107],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,108,1,<=,1,0,true,,,,[108],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,109,0,<=,1,1,true,,,,[109],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,110,1,<=,1,0,true,,,,[110],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,111,1,<=,1,0,true,,,,[111],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,112,1,<=,1,0,true,,,,[112],[4],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,113,1,<=,1,0,true,,,,[113],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,114,1,<=,1,0,true,,,,[114],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,115,0,<=,1,1,true,,,,[115],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,116,1,<=,1,0,true,,,,[116],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,117,0,<=,1,1,true,,,,[117],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,118,1,<=,1,0,true,,,,[118],[0],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,119,1,<=,1,0,true,,,,[119],[3],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,120,1,<=,1,0,true,,,,[120],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,121,1,<=,1,0,true,,,,[121],[8],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,122,1,<=,1,0,true,,,,[122],[5],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,123,1,<=,1,0,true,,,,[123],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,124,1,<=,1,0,true,,,,[124],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,125,1,<=,1,0,true,,,,[125],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,126,1,<=,1,0,true,,,,[126],[1],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,127,1,<=,1,0,true,,,,[127],[2],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,128,1,<=,1,0,true,,,,[128],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,129,0,<=,1,1,true,,,,[129],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,130,1,<=,1,0,true,,,,[130],[6],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,131,1,<=,1,0,true,,,,[131],[7],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,132,0,<=,1,1,true,,,,[132],[],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
21_1,global,static,full_static,14,runs/full30/tuned2_ext/21_1_s14.json,class_knapsack_limit,133,1,<=,1,0,true,,,,[133],[9],Number of distinct real knapsacks containing at least one item of the class <= class nr.,instances_and_solutions/instances_and_solutions/instances/large_size/21_1.inc
